party;support;support_emor;last;year;month;gov;month_cycle;cycle_constant;cycle;inflats_m_basevalue;inflats_m;unemp;gdpgr;gdpgr_yearly;skp_yearly;support_lag1;bruto;bruto_yearly;inflats_prevyear_base;alko_suits_base;alko_suits_prevyear;eluase_base;eluase_prevyear;irl_meedias;kesk_meedias;ekre_meedias;ref_meedias;sde_meedias;rohel_meedias
ekre;0,1;;0,081;2015;10;0;7;49;0,142857143;144,39;;5,2;;;1,9;;1105;;144,43;;;190,38;194;;;;;;
sde;0,13;0,16;0,152;2015;11;1;8;49;0,163265306;143,9;;6,4;;;0,8;;1105;;143,12;;;;;;;;;;
irl;0,08;0,07;0,137;2015;11;1;8;49;0,163265306;143,9;;6,4;;;0,8;;1105;;143,12;;;;;;;;;;
kesk;0,33;0,23;0,248;2015;11;0;8;49;0,163265306;143,9;;6,4;;;0,8;;1105;;143,12;;;;;;;;;;
ref;0,17;0,2;0,277;2015;11;1;8;49;0,163265306;143,9;;6,4;;;0,8;;1105;;143,12;;;;;;;;;;
vaba;0,11;0,16;0,087;2015;11;0;8;49;0,163265306;143,9;;6,4;;;0,8;;1105;;143,12;;;;;;;;;;
ekre;0,09;0,12;0,081;2015;11;0;8;49;0,163265306;143,9;;6,4;;;0,8;;1105;;143,12;;;;;;;;;;
sde;0,14;0,16;0,152;2015;12;1;9;49;0,183673469;142,89;;6,4;;;0,8;;1105;;143,13;;;;;;;;;;
irl;0,07;0,08;0,137;2015;12;1;9;49;0,183673469;142,89;;6,4;;;0,8;;1105;;143,13;;;;;;;;;;
kesk;0,25;0,25;0,248;2015;12;0;9;49;0,183673469;142,89;;6,4;;;0,8;;1105;;143,13;;;;;;;;;;
ref;0,2;0,21;0,277;2015;12;1;9;49;0,183673469;142,89;;6,4;;;0,8;;1105;;143,13;;;;;;;;;;
vaba;0,13;0,15;0,087;2015;12;0;9;49;0,183673469;142,89;;6,4;;;0,8;;1105;;143,13;;;;;;;;;;
ekre;0,1;0,11;0,081;2015;12;0;9;49;0,183673469;142,89;;6,4;;;0,8;;1105;;143,13;;;;;;;;;;
sde;0,13;;0,152;2016;1;1;10;49;0,204081633;142,66;;6,5;;;1,5;;1091;;142,55;;;;;;;;;;
irl;0,07;;0,137;2016;1;1;10;49;0,204081633;142,66;;6,5;;;1,5;;1091;;142,55;;;;;;;;;;
kesk;0,26;;0,248;2016;1;0;10;49;0,204081633;142,66;;6,5;;;1,5;;1091;;142,55;;;;;;;;;;
ref;0,17;;0,277;2016;1;1;10;49;0,204081633;142,66;;6,5;;;1,5;;1091;;142,55;;;;;;;;;;
vaba;0,13;;0,087;2016;1;0;10;49;0,204081633;142,66;;6,5;;;1,5;;1091;;142,55;;;;;;;;;;
ekre;0,12;;0,081;2016;1;0;10;49;0,204081633;142,66;;6,5;;;1,5;;1091;;142,55;;;;;;;;;;
sde;0,12;0,16;0,152;2016;2;1;11;49;0,224489796;143,82;;6,5;;;1,5;;1091;;143,3;;;;;;;;;;
irl;0,06;0,06;0,137;2016;2;1;11;49;0,224489796;143,82;;6,5;;;1,5;;1091;;143,3;;;;;;;;;;
kesk;0,29;0,22;0,248;2016;2;0;11;49;0,224489796;143,82;;6,5;;;1,5;;1091;;143,3;;;;;;;;;;
ref;0,23;0,22;0,277;2016;2;1;11;49;0,224489796;143,82;;6,5;;;1,5;;1091;;143,3;;;;;;;;;;
vaba;0,12;0,16;0,087;2016;2;0;11;49;0,224489796;143,82;;6,5;;;1,5;;1091;;143,3;;;;;;;;;;
ekre;0,11;0,13;0,081;2016;2;0;11;49;0,224489796;143,82;;6,5;;;1,5;;1091;;143,3;;;;;;;;;;
sde;0,13;0,14;0,152;2016;3;1;12;49;0,244897959;144,91;;6,5;;;1,5;;1091;;144,24;;;;;;;;;;
irl;0,06;0,06;0,137;2016;3;1;12;49;0,244897959;144,91;;6,5;;;1,5;;1091;;144,24;;;;;;;;;;
kesk;0,25;0,25;0,248;2016;3;0;12;49;0,244897959;144,91;;6,5;;;1,5;;1091;;144,24;;;;;;;;;;
ref;0,23;0,23;0,277;2016;3;1;12;49;0,244897959;144,91;;6,5;;;1,5;;1091;;144,24;;;;;;;;;;
vaba;0,12;0,15;0,087;2016;3;0;12;49;0,244897959;144,91;;6,5;;;1,5;;1091;;144,24;;;;;;;;;;
ekre;0,13;0,14;0,081;2016;3;0;12;49;0,244897959;144,91;;6,5;;;1,5;;1091;;144,24;;;;;;;;;;
sde;0,12;0,16;0,152;2016;4;1;13;49;0,265306122;145,03;;6,5;;;0,8;;1163;;145,08;;;;;;;;;;
irl;0,04;0,07;0,137;2016;4;1;13;49;0,265306122;145,03;;6,5;;;0,8;;1163;;145,08;;;;;;;;;;
kesk;0,23;0,22;0,248;2016;4;0;13;49;0,265306122;145,03;;6,5;;;0,8;;1163;;145,08;;;;;;;;;;
ref;0,21;0,23;0,277;2016;4;1;13;49;0,265306122;145,03;;6,5;;;0,8;;1163;;145,08;;;;;;;;;;
vaba;0,11;0,15;0,087;2016;4;0;13;49;0,265306122;145,03;;6,5;;;0,8;;1163;;145,08;;;;;;;;;;
ekre;0,14;;0,081;2016;4;0;13;49;0,265306122;145,03;;6,5;;;0,8;;1163;;145,08;;;;;;;;;;
sde;0,12;;0,152;2016;5;1;14;49;0,285714286;145,58;;6,5;;;0,8;;1163;;145,6;;;;;;;;;;
irl;0,04;;0,137;2016;5;1;14;49;0,285714286;145,58;;6,5;;;0,8;;1163;;145,6;;;;;;;;;;
kesk;0,23;;0,248;2016;5;0;14;49;0,285714286;145,58;;6,5;;;0,8;;1163;;145,6;;;;;;;;;;
ref;0,21;;0,277;2016;5;1;14;49;0,285714286;145,58;;6,5;;;0,8;;1163;;145,6;;;;;;;;;;
vaba;0,11;;0,087;2016;5;0;14;49;0,285714286;145,58;;6,5;;;0,8;;1163;;145,6;;;;;;;;;;
ekre;0,14;;0,081;2016;5;0;14;49;0,285714286;145,58;;6,5;;;0,8;;1163;;145,6;;;;;;;;;;
sde;0,18;0,17;0,152;2016;6;1;15;49;0,306122449;146,29;;6,5;;;0,8;;1163;;145,68;;;;;;;;;;
irl;0,07;0,06;0,137;2016;6;1;15;49;0,306122449;146,29;;6,5;;;0,8;;1163;;145,68;;;;;;;;;;
kesk;0,28;0,21;0,248;2016;6;0;15;49;0,306122449;146,29;;6,5;;;0,8;;1163;;145,68;;;;;;;;;;
ref;0,2;0,27;0,277;2016;6;1;15;49;0,306122449;146,29;;6,5;;;0,8;;1163;;145,68;;;;;;;;;;
vaba;0,12;0,11;0,087;2016;6;0;15;49;0,306122449;146,29;;6,5;;;0,8;;1163;;145,68;;;;;;;;;;
ekre;0,13;0,14;0,081;2016;6;0;15;49;0,306122449;146,29;;6,5;;;0,8;;1163;;145,68;;;;;;;;;;
sde;;;0,152;2016;7;1;16;49;0,326530612;146,3;;;;;;;;;145,2;;;;;;;;;;
irl;;;0,137;2016;7;1;16;49;0,326530612;146,3;;;;;;;;;145,2;;;;;;;;;;
kesk;;;0,248;2016;7;0;16;49;0,326530612;146,3;;;;;;;;;145,2;;;;;;;;;;
ref;;;0,277;2016;7;1;16;49;0,326530612;146,3;;;;;;;;;145,2;;;;;;;;;;
vaba;;;0,087;2016;7;0;16;49;0,326530612;146,3;;;;;;;;;145,2;;;;;;;;;;
ekre;;;0,081;2016;7;0;16;49;0,326530612;146,3;;;;;;;;;145,2;;;;;;;;;;
sde;0,15;0,15;0,152;2016;8;1;17;49;0,346938776;;;;;;;;;;144,91;;;;;;;;;;
irl;0,05;0,08;0,137;2016;8;1;17;49;0,346938776;;;;;;;;;;144,91;;;;;;;;;;
kesk;0,24;0,23;0,248;2016;8;0;17;49;0,346938776;;;;;;;;;;144,91;;;;;;;;;;
ref;0,23;0,28;0,277;2016;8;1;17;49;0,346938776;;;;;;;;;;144,91;;;;;;;;;;
vaba;0,1;0,09;0,087;2016;8;0;17;49;0,346938776;;;;;;;;;;144,91;;;;;;;;;;
ekre;0,13;0,13;0,081;2016;8;0;17;49;0,346938776;;;;;;;;;;144,91;;;;;;;;;;
sde;0,12;0,19;0,152;2016;9;1;18;49;0,367346939;;;;;;;;;;144,06;;;;;;;;;;
irl;0,07;0,09;0,137;2016;9;1;18;49;0,367346939;;;;;;;;;;144,06;;;;;;;;;;
kesk;0,26;0,2;0,248;2016;9;0;18;49;0,367346939;;;;;;;;;;144,06;;;;;;;;;;
ref;0,25;0,22;0,277;2016;9;1;18;49;0,367346939;;;;;;;;;;144,06;;;;;;;;;;
vaba;0,09;0,12;0,087;2016;9;0;18;49;0,367346939;;;;;;;;;;144,06;;;;;;;;;;
ekre;0,1;0,13;0,081;2016;9;0;18;49;0,367346939;;;;;;;;;;144,06;;;;;;;;;;
sde;0,12;0,17;0,152;2016;10;1;19;49;0,387755102;;;;;;;;;;;;;;;;;;;;
irl;0,07;0,08;0,137;2016;10;1;19;49;0,387755102;;;;;;;;;;;;;;;;;;;;
kesk;0,26;0,25;0,248;2016;10;0;19;49;0,387755102;;;;;;;;;;;;;;;;;;;;
ref;0,25;0,22;0,277;2016;10;1;19;49;0,387755102;;;;;;;;;;;;;;;;;;;;
vaba;0,09;0,15;0,087;2016;10;0;19;49;0,387755102;;;;;;;;;;;;;;;;;;;;
ekre;0,1;0,1;0,081;2016;10;0;19;49;0,387755102;;;;;;;;;;;;;;;;;;;;
sde;0,13;0,19;0,152;2016;11;1;20;49;0,408163265;;;;;;;;;;;;;;;;;;;;
irl;0,09;0,09;0,137;2016;11;1;20;49;0,408163265;;;;;;;;;;;;;;;;;;;;
kesk;0,29;0,24;0,248;2016;11;0;20;49;0,408163265;;;;;;;;;;;;;;;;;;;;
ref;0,21;0,23;0,277;2016;11;1;20;49;0,408163265;;;;;;;;;;;;;;;;;;;;
vaba;0,09;0,11;0,087;2016;11;0;20;49;0,408163265;;;;;;;;;;;;;;;;;;;;
ekre;0,12;0,1;0,081;2016;11;0;20;49;0,408163265;;;;;;;;;;;;;;;;;;;;
sde;0,15;0,19;0,152;2016;12;1;21;49;0,428571429;;;;;;;;;;;;;;;;;;;;
irl;0,09;0,07;0,137;2016;12;1;21;49;0,428571429;;;;;;;;;;;;;;;;;;;;
kesk;0,32;0,26;0,248;2016;12;1;21;49;0,428571429;;;;;;;;;;;;;;;;;;;;
ref;0,2;0,23;0,277;2016;12;0;21;49;0,428571429;;;;;;;;;;;;;;;;;;;;
vaba;0,06;0,08;0,087;2016;12;0;21;49;0,428571429;;;;;;;;;;;;;;;;;;;;
ekre;0,09;0,11;0,081;2016;12;0;21;49;0,428571429;;;;;;;;;;;;;;;;;;;;
sde;0,1;;0,152;2017;1;1;22;49;0,448979592;;;;;;;;;;;;;;;;;;;;
irl;0,07;;0,137;2017;1;1;22;49;0,448979592;;;;;;;;;;;;;;;;;;;;
kesk;0,29;;0,248;2017;1;1;22;49;0,448979592;;;;;;;;;;;;;;;;;;;;
ref;0,23;;0,277;2017;1;0;22;49;0,448979592;;;;;;;;;;;;;;;;;;;;
vaba;0,08;;0,087;2017;1;0;22;49;0,448979592;;;;;;;;;;;;;;;;;;;;
ekre;0,1;;0,081;2017;1;0;22;49;0,448979592;;;;;;;;;;;;;;;;;;;;
sde;0,1;0,16;0,152;2017;2;1;23;49;0,469387755;;;;;;;;;;;;;;;;;;;;
irl;0,06;0,07;0,137;2017;2;1;23;49;0,469387755;;;;;;;;;;;;;;;;;;;;
kesk;0,31;0,27;0,248;2017;2;1;23;49;0,469387755;;;;;;;;;;;;;;;;;;;;
ref;0,25;0,25;0,277;2017;2;0;23;49;0,469387755;;;;;;;;;;;;;;;;;;;;
vaba;0,07;0,1;0,087;2017;2;0;23;49;0,469387755;;;;;;;;;;;;;;;;;;;;
ekre;0,09;0,13;0,081;2017;2;0;23;49;0,469387755;;;;;;;;;;;;;;;;;;;;
sde;0,11;0,16;0,152;2017;3;1;24;49;0,489795918;;;;;;;;;;;;;;;;;;;;
irl;0,07;0,07;0,137;2017;3;1;24;49;0,489795918;;;;;;;;;;;;;;;;;;;;
kesk;0,29;0,27;0,248;2017;3;1;24;49;0,489795918;;;;;;;;;;;;;;;;;;;;
ref;0,25;0,25;0,277;2017;3;0;24;49;0,489795918;;;;;;;;;;;;;;;;;;;;
vaba;0,07;0,1;0,087;2017;3;0;24;49;0,489795918;;;;;;;;;;;;;;;;;;;;
ekre;0,08;0,14;0,081;2017;3;0;24;49;0,489795918;;;;;;;;;;;;;;;;;;;;
sde;0,11;0,15;0,152;2017;4;1;25;49;0,510204082;;;;;;;;;;;;;;;;;;;;
irl;0,08;0,05;0,137;2017;4;1;25;49;0,510204082;;;;;;;;;;;;;;;;;;;;
kesk;0,3;0,25;0,248;2017;4;1;25;49;0,510204082;;;;;;;;;;;;;;;;;;;;
ref;0,2;0,25;0,277;2017;4;0;25;49;0,510204082;;;;;;;;;;;;;;;;;;;;
vaba;0,07;0,11;0,087;2017;4;0;25;49;0,510204082;;;;;;;;;;;;;;;;;;;;
ekre;0,13;0,14;0,081;2017;4;0;25;49;0,510204082;;;;;;;;;;;;;;;;;;;;
sde;0,12;0,15;0,152;2017;5;1;26;49;0,530612245;;;;;;;;;;;;;;;;;;;;
irl;0,04;;0,137;2017;5;1;26;49;0,530612245;;;;;;;;;;;;;;;;;;;;
kesk;0,26;;0,248;2017;5;1;26;49;0,530612245;;;;;;;;;;;;;;;;;;;;
ref;0,25;;0,277;2017;5;0;26;49;0,530612245;;;;;;;;;;;;;;;;;;;;
vaba;0,08;;0,087;2017;5;0;26;49;0,530612245;;;;;;;;;;;;;;;;;;;;
ekre;0,14;;0,081;2017;5;0;26;49;0,530612245;;;;;;;;;;;;;;;;;;;;
sde;0,11;0,14;0,152;2017;6;1;;;;;;;;;;;;;;;;;;;;;;;
irl;0,06;0,07;0,137;2017;6;1;;;;;;;;;;;;;;;;;;;;;;;
kesk;0,26;0,25;0,248;2017;6;1;;;;;;;;;;;;;;;;;;;;;;;
ref;0,26;0,25;0,277;2017;6;0;;;;;;;;;;;;;;;;;;;;;;;
vaba;0,08;0,09;0,087;2017;6;0;;;;;;;;;;;;;;;;;;;;;;;
ekre;0,1;0,16;0,081;2017;6;0;;;;;;;;;;;;;;;;;;;;;;;
sde;;0,15;0,152;2017;7;1;;;;;;;;;;;;;;;;;;;;;;;
irl;;0,06;0,137;2017;7;1;;;;;;;;;;;;;;;;;;;;;;;
kesk;;0,23;0,248;2017;7;1;;;;;;;;;;;;;;;;;;;;;;;
ref;;0,26;0,277;2017;7;0;;;;;;;;;;;;;;;;;;;;;;;
vaba;;0,07;0,087;2017;7;0;;;;;;;;;;;;;;;;;;;;;;;
ekre;;0,16;0,081;2017;7;0;;;;;;;;;;;;;;;;;;;;;;;
